キャリア,地域,都道府県,店名,住所,URL,店舗コード,開店日,緯度,経度,取得元,取得日
rakuten,関東,東京都,楽天モバイル 東中野店,164-0003 東京都中野区東中野3丁目8-3 1F,https://network.mobile.rakuten.co.jp/shop-detail/1207/,1207,2025-12-05,35.7069674482224,139.68267942206685,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 東陽町東京イースト21店,135-0016 東京都江東区東陽6丁目3-2 東京イースト 1F 127-A区画,https://network.mobile.rakuten.co.jp/shop-detail/8820/,8820,2025-10-09,35.67544538,139.8153725,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 二子玉川店,158-0094 東京都世田谷区玉川1丁目14-1 二子玉川ライズ・ショッピングセンター テラスマーケットE2020,https://network.mobile.rakuten.co.jp/shop-detail/0131/,0131,2020-05-15,35.61034421822453,139.6299438888889,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 日暮里店,116-0013 東京都荒川区西日暮里2丁目20-1 サンマークシティ日暮里ステーションポートタワー108,https://network.mobile.rakuten.co.jp/shop-detail/7800/,7800,2021-08-01,35.72902676,139.7707717,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 白山駅前店,113-0001 東京都文京区白山1丁目33-21 白山田澤ビル 1F,https://network.mobile.rakuten.co.jp/shop-detail/1327/,1327,2025-12-24,35.72136228354002,139.7524456450534,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 八王子店,192-0084 東京都八王子市三崎町4-12,https://network.mobile.rakuten.co.jp/shop-detail/7231/,7231,2019-09-20,35.657619,139.337235,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 表参道店,150-0001 東京都渋谷区神宮前5丁目50-6 表参道TWビル1F,https://network.mobile.rakuten.co.jp/shop-detail/8412/,8412,2022-07-01,35.66298255587107,139.7099580421032,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 府中店,183-0056 東京都府中市寿町1丁目1-19 山三第6ビル,https://network.mobile.rakuten.co.jp/shop-detail/7830/,7830,2021-09-24,35.67265343,139.4789082,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 武蔵小山店,142-0062 東京都品川区小山3丁目15-1 パークシティ武蔵小山　ザ モール1F,https://network.mobile.rakuten.co.jp/shop-detail/7773/,7773,2020-02-14,35.620528,139.704896,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 福生店,197-0011 東京都福生市福生1044,https://network.mobile.rakuten.co.jp/shop-detail/8804/,8804,2025-10-17,35.74164868981907,139.32668543298576,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 北千住店,120-0034 東京都足立区千住3丁目75-3 千樹ビル,https://network.mobile.rakuten.co.jp/shop-detail/5641/,5641,2019-02-15,35.750664,139.803493,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 目黒店,141-0021 東京都品川区上大崎2丁目15-15 伊多喜ビル,https://network.mobile.rakuten.co.jp/shop-detail/7832/,7832,2021-09-30,35.63423106,139.7168302,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 有明ガーデン店,135-0063 東京都江東区有明2丁目1-8 住友不動産ショッピングシティ有明ガーデン 4F 440区画,https://network.mobile.rakuten.co.jp/shop-detail/8894/,8894,2025-10-31,35.63822673,139.7929229,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 立川フロム中武店,190-0012 東京都立川市曙町2丁目11-2 フロム中武1F,https://network.mobile.rakuten.co.jp/shop-detail/8478/,8478,2023-04-01,35.69977837635718,139.4148903,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 練馬店,176-0001 東京都練馬区練馬1丁目4-3 福丸ビル 1F,https://network.mobile.rakuten.co.jp/shop-detail/8336/,8336,2022-04-28,35.73752345,139.654436,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,東京都,楽天モバイル 六本木店,106-0032 東京都港区六本木5丁目1-3 六本木ゴトウビルディング1st 2F,https://network.mobile.rakuten.co.jp/shop-detail/7752/,7752,2021-04-30,35.66286774,139.7327649,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,Tecc LIFE SELECT 徳島本店,770-0804 徳島県徳島市中吉野町4丁目1-1,https://network.mobile.rakuten.co.jp/shop-detail/7862/,7862,2021-10-19,34.08711323,134.5497765,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,ケーズデンキ 沖浜店,770-8053 徳島県徳島市沖浜東3丁目62,https://network.mobile.rakuten.co.jp/shop-detail/8328/,8328,2022-05-01,34.04995034,134.552772,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,ケーズデンキ 藍住店,771-1265 徳島県板野郡藍住町住吉字千鳥ヶ浜17-1,https://network.mobile.rakuten.co.jp/shop-detail/1057/,1057,2025-12-05,34.11639532233498,134.50421747256036,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,楽天モバイル イオンモール徳島店,770-0865 徳島県徳島市南末広町4-1 イオンモール徳島 4F,https://network.mobile.rakuten.co.jp/shop-detail/8558/,8558,2025-05-01,34.06268377,134.5732608,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,楽天モバイル ザ・ビッグエクストラ阿南店,774-0011 徳島県阿南市領家町天神前432-1 ザ・ビッグエクストラ阿南 1F,https://network.mobile.rakuten.co.jp/shop-detail/1286/,1286,2025-12-18,33.926389420376076,134.67025217250392,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,楽天モバイル フジグラン石井店,779-3222 徳島県名西郡石井町高川原天神544-1,https://network.mobile.rakuten.co.jp/shop-detail/8768/,8768,2025-09-25,34.08389235,134.4422947,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,楽天モバイル ゆめタウン徳島店,771-1202 徳島県板野郡藍住町奥字東中須88-1 ゆめタウン徳島,https://network.mobile.rakuten.co.jp/shop-detail/8165/,8165,2022-02-17,34.1188206,134.5003936,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,四国,徳島県,楽天モバイル 徳島アミコ店,770-0834 徳島県徳島市元町1丁目24 1F,https://network.mobile.rakuten.co.jp/shop-detail/8778/,8778,2025-09-27,34.0734566,134.5491934,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,YAMADA web.com 宇都宮本店,321-0954 栃木県宇都宮市元今泉3丁目1-14,https://network.mobile.rakuten.co.jp/shop-detail/7818/,7818,2021-12-18,36.56298339,139.904967,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,ケーズデンキ インターパーク宇都宮店,321-0118 栃木県宇都宮市インターパーク5丁目1-6,https://network.mobile.rakuten.co.jp/shop-detail/1391/,1391,2016-06-23,36.491356,139.903844,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,ケーズデンキ 小山店,323-0831 栃木県小山市雨ケ谷町12,https://network.mobile.rakuten.co.jp/shop-detail/8824/,8824,2025-10-03,36.28517375962081,139.8101995171965,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,ケーズデンキ 西那須野店,329-2735 栃木県那須塩原市太夫塚1丁目194-24,https://network.mobile.rakuten.co.jp/shop-detail/8875/,8875,2025-10-17,36.88351215840701,139.97714478501072,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,コジマ×ビックカメラ 宇都宮本店,321-0962 栃木県宇都宮市今泉町2996-1,https://network.mobile.rakuten.co.jp/shop-detail/4991/,4991,2018-10-27,36.572190,139.915912,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,テックランド 宇都宮インターパーク店,321-0118 栃木県宇都宮市インターパーク4丁目1-2,https://network.mobile.rakuten.co.jp/shop-detail/8855/,8855,2025-10-24,36.49518555,139.9060342,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,テックランド 小山店,323-0022 栃木県小山市駅東通り2丁目3-8,https://network.mobile.rakuten.co.jp/shop-detail/8433/,8433,2022-09-02,36.31285,139.80784,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,テックランドイオンモール小山店,323-0806 栃木県小山市中久喜1341-13,https://network.mobile.rakuten.co.jp/shop-detail/1026/,1026,2025-12-05,36.31946802788154,139.83875689548935,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,テックランド駒生店,320-0065 栃木県宇都宮市駒生町字東高田3363-1,https://network.mobile.rakuten.co.jp/shop-detail/8846/,8846,2025-10-18,36.58104561829764,139.85044968485388,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,ヨドバシカメラ マルチメディア宇都宮,321-0964 栃木県宇都宮市駅前通り1丁目4-6 宇都宮西口ビル,https://network.mobile.rakuten.co.jp/shop-detail/7713/,7713,2020-10-29,36.560531,139.896909,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル アピタ宇都宮店,321-0101 栃木県宇都宮市江曽島本町22-7 アピタ宇都宮店 2F,https://network.mobile.rakuten.co.jp/shop-detail/8736/,8736,2025-09-18,36.5315585,139.8670476,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオンタウン真岡店,321-4306 栃木県真岡市台町2668 イオンタウン真岡,https://network.mobile.rakuten.co.jp/shop-detail/8789/,8789,2025-09-30,36.43265800847839,140.00161085268564,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオンタウン那須塩原店,329-3152 栃木県那須塩原市島方 455 イオンタウン那須塩原 1F,https://network.mobile.rakuten.co.jp/shop-detail/1247/,1247,2025-12-11,36.929196641936585,140.00606779311892,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオンモール佐野新都市店,327-0821 栃木県佐野市高萩町1324-1 イオンモール佐野新都市1F,https://network.mobile.rakuten.co.jp/shop-detail/8208/,8208,2022-02-26,36.29983201,139.6066422,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオンモール小山店,323-0806 栃木県小山市中久喜1467-1 イオンモール小山,https://network.mobile.rakuten.co.jp/shop-detail/1050/,1050,2025-11-14,36.3221032751677,139.8409811284929,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオン栃木店,328-8501 栃木県栃木市箱森町 37-9 イオン栃木店 1F,https://network.mobile.rakuten.co.jp/shop-detail/1178/,1178,2025-12-01,36.3949509,139.7239569,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル イオン日光今市店,321-2493 栃木県日光市豊田79-1 イオン今市 1F,https://network.mobile.rakuten.co.jp/shop-detail/1170/,1170,2025-11-29,36.7305265,139.7039462,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル ハーヴェストウォーク店,323-0014 栃木県小山市喜沢1475 おやまゆうえんハーヴェストウォーク メリーゴーラウンドタウン M20,https://network.mobile.rakuten.co.jp/shop-detail/8262/,8262,2022-04-01,36.3353121,139.8074157,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル ベイシアさくら氏家店,329-1311 栃木県さくら市氏家725 ベイシアさくら氏家 1F,https://network.mobile.rakuten.co.jp/shop-detail/1127/,1127,2025-11-30,36.666663,139.960966,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル ヨークベニマル御幸ヶ原店,321-0982 栃木県宇都宮市御幸ヶ原町50-1 ヨークベニマル御幸ヶ原 1F,https://network.mobile.rakuten.co.jp/shop-detail/1125/,1125,2025-11-29,36.592671555888586,139.92812446991206,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル 宇都宮インターパークビレッジ店,321-0118 栃木県宇都宮市インターパーク4丁目1-3,https://network.mobile.rakuten.co.jp/shop-detail/5881/,5881,2019-03-20,36.494151,139.906692,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル 宇都宮宿郷店,321-0953 栃木県宇都宮市東宿郷2丁目18-2 1F,https://network.mobile.rakuten.co.jp/shop-detail/1313/,1313,2025-12-23,36.556993,139.903206,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,関東,栃木県,楽天モバイル 足利コムファースト店,326-8550 栃木県足利市朝倉町245-5 コムファーストショッピングセンター3F,https://network.mobile.rakuten.co.jp/shop-detail/7945/,7945,2021-12-24,36.3206108,139.4497102,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,エディオン イオンモール橿原店,634-0837 奈良県橿原市曲川町7丁目20-1,https://network.mobile.rakuten.co.jp/shop-detail/6321/,6321,2019-04-26,34.505490,135.762414,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,エディオン おしくま店,631-0011 奈良県奈良市押熊町605,https://network.mobile.rakuten.co.jp/shop-detail/4231/,4231,2018-08-18,34.7174574,135.772461,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ケーズデンキ 高の原店,631-0805 奈良県奈良市右京1丁目1-2,https://network.mobile.rakuten.co.jp/shop-detail/8613/,8613,2025-08-08,34.72157714,135.7907837,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 郡山イオンモール店,639-1101 奈良県大和郡山市下三橋町741-170 イオンモール大和郡山 1F,https://network.mobile.rakuten.co.jp/shop-detail/0591/,0591,2015-11-24,34.650191,135.802807,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 郡山店,639-1115 奈良県大和郡山市横田町693-1,https://network.mobile.rakuten.co.jp/shop-detail/8884/,8884,2025-11-20,34.6187038,135.800043,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 新庄店,639-2113 奈良県葛城市北花内40-1,https://network.mobile.rakuten.co.jp/shop-detail/8760/,8760,2025-10-10,34.4832337,135.7329266,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 登美ヶ丘イオンモール店,630-0115 奈良県生駒市鹿畑町3027 イオンモール奈良登美ヶ丘 3F,https://network.mobile.rakuten.co.jp/shop-detail/0601/,0601,2015-11-24,34.726253,135.750482,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 東生駒店,630-0201 奈良県生駒市小明町745-1,https://network.mobile.rakuten.co.jp/shop-detail/8553/,8553,2025-06-19,34.7051338,135.7063854,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,ジョーシン 斑鳩店,636-0154 奈良県生駒郡斑鳩町龍田西5丁目4-14,https://network.mobile.rakuten.co.jp/shop-detail/3241/,3241,2018-04-12,34.605652,135.713974,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル アントレいこま店,630-0298 奈良県生駒市谷田町1600 アントレいこま 203号 2F 206区画,https://network.mobile.rakuten.co.jp/shop-detail/8843/,8843,2025-10-16,34.69381121397974,135.6986259087052,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル イオンモール橿原店,634-0837 奈良県橿原市曲川町7丁目20-1 イオンモール橿原3F,https://network.mobile.rakuten.co.jp/shop-detail/7741/,7741,2021-03-19,34.5061344,135.7639918,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル イオンモール大和郡山店,639-1101 奈良県大和郡山市下三橋町741 イオンモール大和郡山1F,https://network.mobile.rakuten.co.jp/shop-detail/7871/,7871,2021-11-18,34.65167186,135.8018293,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル イオンモール奈良登美ヶ丘店,630-0115 奈良県生駒市鹿畑町3027 イオンモール奈良登美ヶ丘3F,https://network.mobile.rakuten.co.jp/shop-detail/8210/,8210,2022-03-04,34.72585947,135.7504633,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル じゃんぼスクエア香芝店,639-0236 奈良県香芝市磯壁3丁目401 1F,https://network.mobile.rakuten.co.jp/shop-detail/8726/,8726,2025-09-19,34.539092149308935,135.70311279934396,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル トナリエ大和高田店,635-0015 奈良県大和高田市幸町3-18 トナリエ大和高田 2F,https://network.mobile.rakuten.co.jp/shop-detail/8634/,8634,2025-07-31,34.51906641114548,135.74515209736543,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル ならファミリー店,631-0821 奈良県奈良市西大寺東町2丁目4-1 ならファミリー4F　416区画,https://network.mobile.rakuten.co.jp/shop-detail/6351/,6351,2019-05-31,34.695425,135.785132,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル ラスパ西大和店,639-0218 奈良県北葛城郡上牧町ささゆり台1丁目1-1 ラスパ西大和店1F,https://network.mobile.rakuten.co.jp/shop-detail/8131/,8131,2022-02-25,34.56627473,135.7215011,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,近畿,奈良県,楽天モバイル 学園前店,631-0036 奈良県奈良市学園北2丁目5-1 1F,https://network.mobile.rakuten.co.jp/shop-detail/1234/,1234,2025-12-10,34.69918342073322,135.75107334838523,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,Tecc LIFE SELECT 高岡店,933-0852 富山県高岡市下黒田1811,https://network.mobile.rakuten.co.jp/shop-detail/8849/,8849,2025-10-18,36.7248489,137.010858,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,ケーズデンキ 高岡店,933-0954 富山県高岡市美幸町1丁目1-17,https://network.mobile.rakuten.co.jp/shop-detail/8589/,8589,2025-07-21,36.75527881763166,136.99761004750124,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,ケーズデンキ 富山本店,939-8272 富山県富山市太郎丸本町1丁目2-1,https://network.mobile.rakuten.co.jp/shop-detail/8437/,8437,2022-09-30,36.67883799,137.2124625,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,ジョーシン 高岡店,933-0904 富山県高岡市新成町1-12,https://network.mobile.rakuten.co.jp/shop-detail/3261/,3261,2018-04-12,36.759777,137.017044,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,ジョーシン 富山南店,939-8073 富山県富山市大町137-8,https://network.mobile.rakuten.co.jp/shop-detail/2831/,2831,2018-01-27,36.664584,137.225517,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,ジョーシン 富山本店,930-0985 富山県富山市田中町4丁目14-83,https://network.mobile.rakuten.co.jp/shop-detail/1191/,1191,2016-03-09,36.696193,137.238078,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,格安スマホの窓口 アピタ富山東店,930-0835 富山県富山市上冨居3丁目8-38 アピタ富山東店 2F,https://network.mobile.rakuten.co.jp/shop-detail/8803/,8803,2025-10-03,36.7088085899573,137.240560502917,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル アピタ富山店,939-8071 富山県富山市上袋100-68 アピタ富山店 1F,https://network.mobile.rakuten.co.jp/shop-detail/1450/,1450,2026-03-25,36.660864674776825,137.2116527846605,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル アピタ富山東店,930-0835 富山県富山市上冨居3丁目8-38 アピタ富山東 1F,https://network.mobile.rakuten.co.jp/shop-detail/8970/,8970,2025-12-03,36.7087869,137.2409233,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル アル・プラザ小杉店,939-0341 富山県射水市三ケ2602 アル・プラザ小杉 1F,https://network.mobile.rakuten.co.jp/shop-detail/1154/,1154,2025-11-30,36.72004057,137.093802,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル イオンモールとなみ店,939-1344 富山県砺波市中神1丁目174 イオンモールとなみ,https://network.mobile.rakuten.co.jp/shop-detail/8992/,8992,2025-11-14,36.64173621,136.9480307,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル イオンモール高岡店,933-0813 富山県高岡市下伏間江383 イオンモール高岡東館2F,https://network.mobile.rakuten.co.jp/shop-detail/6611/,6611,2019-07-03,36.724214,137.016675,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル グリーンモール山室店,939-8005 富山県富山市山室226-2 グリーンモール山室,https://network.mobile.rakuten.co.jp/shop-detail/8669/,8669,2025-08-22,36.6780468,137.2357648,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル ファボーレ店,939-2716 富山県富山市婦中町下轡田165-1 フューチャーシティ　ファボーレ2F,https://network.mobile.rakuten.co.jp/shop-detail/7321/,7321,2019-10-19,36.662264,137.171347,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,富山県,楽天モバイル 五福アリスショッピングセンター店,930-0884 富山県富山市五福末広町1143-1 アリスショッピングセンター 1F,https://network.mobile.rakuten.co.jp/shop-detail/8713/,8713,2025-09-04,36.6955808,137.1925912,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,エディオン 越前店,915-0092 福井県越前市塚町27字3-1,https://network.mobile.rakuten.co.jp/shop-detail/1037/,1037,2025-11-28,35.912706600773134,136.19233990989056,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,エディオン 福井南本店,918-8025 福井県福井市江守中7-35-1,https://network.mobile.rakuten.co.jp/shop-detail/8349/,8349,2022-04-25,36.03566917,136.1997944,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,エディオン 福井本店,910-0838 福井県福井市新保北1丁目601,https://network.mobile.rakuten.co.jp/shop-detail/3761/,3761,2018-07-06,36.0888635,136.249191,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,ケーズデンキ 越前店,915-0096 福井県越前市瓜生町23-1-1,https://network.mobile.rakuten.co.jp/shop-detail/8951/,8951,2025-10-31,35.92704946507245,136.1887756898484,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,ケーズデンキ 福井空港前店,919-0412 福井県坂井市春江町江留中37-6,https://network.mobile.rakuten.co.jp/shop-detail/1487/,1487,2026-04-24,36.1398719,136.2181366,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,ジョーシン 福井本店,910-0837 福井県福井市高柳1丁目201,https://network.mobile.rakuten.co.jp/shop-detail/1581/,1581,2016-07-28,36.089481,136.242095,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,テックランド 福井本店,918-8026 福井県福井市渕3丁目411,https://network.mobile.rakuten.co.jp/shop-detail/8423/,8423,2022-08-05,36.04256323,136.1870354,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,楽天モバイル MEGAドン・キホーテUNY敦賀店,914-0811 福井県敦賀市中央町1丁目5-5 MEGAドン・キホーテUNY敦賀店,https://network.mobile.rakuten.co.jp/shop-detail/1147/,1147,2025-11-30,35.64366339,136.0591774,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,楽天モバイル アル・プラザアミ春江店,919-0413 福井県坂井市春江町随応寺 第16-11 アル・プラザアミ,https://network.mobile.rakuten.co.jp/shop-detail/8999/,8999,2025-11-28,36.13506716,136.2189609,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,楽天モバイル アル・プラザ武生店,915-0071 福井県越前市府中1丁目11-2 アル・プラザ武生 1F,https://network.mobile.rakuten.co.jp/shop-detail/1390/,1390,2026-01-30,35.90471610717777,136.17031666861192,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,北陸,福井県,楽天モバイル フェアモール福井大和田店,910-0836 福井県福井市大和田2丁目1230 アピタ福井大和田 1F,https://network.mobile.rakuten.co.jp/shop-detail/7151/,7151,2019-09-13,36.096409,136.250166,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,福岡県,FUKUOKA MOBILE大橋,815-0033 福岡県福岡市南区大橋1丁目15-1 大橋西ビル 4F,https://network.mobile.rakuten.co.jp/shop-detail/8514/,8514,2024-10-01,33.5586,130.42593,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,福岡県,Tecc LIFE SELECT福岡志免本店,811-2207 福岡県糟屋郡志免町南里5丁目2-1,https://network.mobile.rakuten.co.jp/shop-detail/7251/,7251,2019-09-14,33.599771,130.472373,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
